lake.name	date	Year	sum_mg_ww_L
Rondaxe	2006-08-16	2006	0.00263652
Rondaxe	2007-07-12	2007	0.06500031
Rondaxe	2007-07-31	2007	0.06838487
Rondaxe	2008-07-01	2008	0.00653629
Rondaxe	2008-08-04	2008	0.00957353
Rondaxe	2010-07-07	2010	0.01610775
Rondaxe	2010-08-12	2010	0.00960146
Rondaxe	2011-07-12	2011	0.00530214
Rondaxe	2011-08-10	2011	0.00445615
Rondaxe	2012-07-11	2012	0.00675778
Sagamore	1994-06-28	1994	0.04025596
Sagamore	1994-07-26	1994	0.01393581
Sagamore	1994-08-29	1994	0.00306204
Sagamore	1995-06-19	1995	0.01030118
Sagamore	1995-08-07	1995	0.00777798
Sagamore	1995-09-12	1995	0.01513566
Sagamore	1996-06-17	1996	0.01277635
Sagamore	1996-07-15	1996	0.03577482
Sagamore	1996-08-19	1996	0.00601044
Sagamore	1997-07-15	1997	0.00608369
Sagamore	1997-08-19	1997	0.00211063
Sagamore	1998-07-13	1998	0.01680418
Sagamore	1998-08-18	1998	0.00362228
Sagamore	1999-06-29	1999	0.03173649
Sagamore	1999-08-23	1999	0.0376476
Sagamore	2000-07-18	2000	0.00868099
Sagamore	2000-08-22	2000	0.03292431
Sagamore	2001-07-17	2001	0.00933356
Sagamore	2001-08-07	2001	0.00793514
Sagamore	2002-08-13	2002	0.00977018
Sagamore	2002-09-10	2002	0.02585613
Sagamore	2003-07-07	2003	0.0371999
Sagamore	2003-08-04	2003	0.03970997
Sagamore	2004-07-07	2004	0.03078162
Sagamore	2004-08-10	2004	0.00601287
Sagamore	2005-07-19	2005	0.01976849
Sagamore	2005-08-16	2005	0.02337974
Sagamore	2006-07-12	2006	0.04015941
Sagamore	2006-08-15	2006	0.00679809
Sagamore	2007-07-10	2007	0.00526627
Sagamore	2007-07-30	2007	0.08796246
Sagamore	2008-08-05	2008	0.00786113
Sagamore	2010-07-06	2010	0.02271798
Sagamore	2010-08-18	2010	0.00689529
Sagamore	2011-07-14	2011	0.0135945
Sagamore	2011-08-10	2011	0.02031848
Sagamore	2012-07-11	2012	0.01941744
South	1994-06-30	1994	0.04430044
South	1994-07-27	1994	0.03573678
South	1994-08-31	1994	0.00284048
South	1995-06-19	1995	0.00873434
South	1995-08-08	1995	0.01491565
South	1995-09-13	1995	0.00955514
South	1996-06-17	1996	0.04179568
South	1996-07-15	1996	0.03849832
South	1996-08-19	1996	0.01541463
South	1997-07-14	1997	0.10211417
South	1997-08-18	1997	0.03084688
South	1998-07-13	1998	0.01901219
South	1998-08-17	1998	0.01101059
South	1999-06-29	1999	0.02903714
South	1999-08-23	1999	0.11983362
South	2000-07-18	2000	0.36863002
South	2000-08-22	2000	0.04670321
South	2001-07-17	2001	0.03093442
South	2001-08-07	2001	0.01416536
South	2002-08-13	2002	0.00421388
South	2002-09-10	2002	0.02433964
South	2003-07-15	2003	0.047927
South	2003-08-12	2003	0.02905637
South	2004-07-06	2004	0.05983234
South	2004-08-11	2004	0.05105023
South	2005-07-19	2005	0.09027065
South	2005-08-16	2005	0.05488926
South	2006-07-18	2006	0.10249713
South	2006-08-15	2006	0.02476292
South	2007-07-11	2007	0.00825263
South	2007-07-30	2007	0.02107548
South	2008-07-02	2008	0.06136218
South	2008-08-07	2008	0.02644886
South	2010-07-07	2010	0.00475776
South	2010-08-11	2010	0.0056995
South	2011-07-11	2011	0.00621855
South	2011-08-08	2011	0.00626861
South	2012-07-10	2012	0.05358647
Squash	1994-06-20	1994	0.00474709
Squash	1994-07-25	1994	0.00932394
Squash	1994-08-23	1994	0.02912902
Squash	1995-06-13	1995	0.00505492
Squash	1995-08-15	1995	0.06099868
Squash	1995-09-06	1995	0.05543885
Squash	1996-06-18	1996	0.01156295
Squash	1996-07-18	1996	0.01301151
Squash	1996-08-15	1996	0.08200268
Squash	1997-07-08	1997	0.02529583
Squash	1997-08-12	1997	0.03122733
Squash	1998-07-08	1998	0.01403744
Squash	1998-08-11	1998	0.02435559
Squash	1999-07-08	1999	0.03104956
Squash	1999-08-17	1999	0.06068058
Squash	2000-07-12	2000	0.05648042
Squash	2000-08-15	2000	0.04913357
Squash	2001-07-10	2001	0.15110099
Squash	2001-09-06	2001	0.06832819
Squash	2002-09-12	2002	0.02839318
Squash	2002-09-18	2002	0.02954968
Squash	2003-07-10	2003	0.06063518
Squash	2003-08-07	2003	0.03406025
Squash	2004-07-21	2004	0.04909015
Squash	2004-08-04	2004	0.06677088
Squash	2005-07-13	2005	0.08525968
Squash	2005-08-10	2005	0.03775568
Squash	2006-07-14	2006	0.07582168
Squash	2006-08-11	2006	0.15468368
Squaw	1994-06-28	1994	0.00220128
Squaw	1994-08-02	1994	0.01359601
Squaw	1994-08-31	1994	0.01626066
Squaw	1995-06-20	1995	0.0021823
Squaw	1995-08-08	1995	0.03181673
Squaw	1995-09-14	1995	0.03700828
Squaw	1996-06-26	1996	0.04874168
Squaw	1996-07-23	1996	0.02778212
Squaw	1996-08-21	1996	0.07192518
Squaw	1997-07-14	1997	0.02482674
Squaw	1997-08-18	1997	0.04949568
Squaw	1998-07-14	1998	0.03393221
Squaw	1998-08-12	1998	0.06574488
Squaw	1999-07-06	1999	0.02269318
Squaw	1999-08-16	1999	0.04422389
Squaw	2000-07-11	2000	0.01575828
Squaw	2000-08-14	2000	0.06438788
Squaw	2001-07-09	2001	0.01559741
Squaw	2001-09-05	2001	0.02417099
Squaw	2002-08-22	2002	0.00318087
Squaw	2002-09-19	2002	0.0015928
Squaw	2003-07-09	2003	0.00257681
Squaw	2003-08-06	2003	0.00541682
Squaw	2004-07-13	2004	0.00855238
Squaw	2004-08-03	2004	0.00847406
Squaw	2005-07-11	2005	0.00630038
Squaw	2005-08-08	2005	0.0095418
Squaw	2006-07-13	2006	0.00165433
Squaw	2006-08-09	2006	0.00274873
Squaw	2007-07-17	2007	0.02418666
Squaw	2007-08-02	2007	0.01793776
Squaw	2008-07-02	2008	0.00362629
Squaw	2008-08-07	2008	0.00460158
Squaw	2010-07-14	2010	0.01107204
Squaw	2010-08-10	2010	0.02708001
Squaw	2011-07-19	2011	0.00357409
Squaw	2011-08-17	2011	0.00250876
Squaw	2012-07-19	2012	0.01649049
West	1994-06-30	1994	0.03409784
West	1994-07-28	1994	0.01596272
West	1994-08-23	1994	0.00863926
West	1995-06-13	1995	0.02879117
West	1995-08-15	1995	0.03861386
West	1995-09-06	1995	0.03017351
West	1996-06-18	1996	0.0300689
West	1996-07-18	1996	0.0382976
West	1996-08-15	1996	0.22840876
West	1997-07-10	1997	0.07407938
West	1997-08-12	1997	0.01395196
West	1998-07-08	1998	0.04783679
West	1998-08-11	1998	0.01105143
West	1999-07-07	1999	0.04510492
West	1999-08-17	1999	0.12022916
West	2000-07-12	2000	0.08013781
West	2000-08-15	2000	0.04992374
West	2001-07-10	2001	0.10115993
West	2001-09-06	2001	0.07113604
West	2002-09-12	2002	0.03095733
West	2002-09-19	2002	0.03680873
West	2003-07-10	2003	0.02625293
West	2003-08-07	2003	0.01509051
West	2004-07-21	2004	0.12694888
West	2004-08-04	2004	0.07628634
West	2005-07-13	2005	0.05150468
West	2005-08-10	2005	0.03902549
West	2006-07-14	2006	0.03576143
West	2006-08-11	2006	0.24577564
Willis	1994-06-28	1994	0.02553058
Willis	1994-07-27	1994	0.42826334
Willis	1994-08-31	1994	0.06349598
Willis	1995-06-21	1995	0.044428
Willis	1995-08-09	1995	0.03024296
Willis	1995-09-12	1995	0.05841411
Willis	1996-06-17	1996	0.1329675
Willis	1996-07-22	1996	0.0497084
Willis	1996-08-19	1996	0.02637335
Willis	1997-07-14	1997	0.10388269
Willis	1997-08-18	1997	0.12744647
Willis	1998-07-13	1998	0.06426706
Willis	1998-08-10	1998	0.07129468
Willis	1999-06-29	1999	0.06666674
Willis	1999-08-23	1999	0.05423032
Willis	2000-07-18	2000	0.14472115
Willis	2000-08-22	2000	0.12252051
Willis	2001-07-17	2001	0.08938736
Willis	2001-08-07	2001	0.03479063
Willis	2002-08-13	2002	0.00851633
Willis	2002-09-24	2002	0.01173144
Willis	2003-07-15	2003	0.12311412
Willis	2004-07-06	2004	0.34078431
Willis	2004-08-11	2004	0.22685499
Willis	2005-07-19	2005	0.15992368
Willis	2005-08-16	2005	0.27078568
Willis	2006-07-18	2006	0.06870268
Willis	2006-08-15	2006	0.05336112
Willys	1994-06-20	1994	0.02561964
Willys	1994-07-27	1994	0.02889018
Willys	1994-08-24	1994	0.00312568
Willys	1995-06-14	1995	0.00952467
Willys	1995-08-16	1995	0.00710694
Willys	1995-09-07	1995	0.00263261
Willys	1996-06-19	1996	0.01868223
Willys	1996-07-16	1996	0.033297
Willys	1996-08-14	1996	0.00356094
Willys	1997-08-14	1997	0.01417373
Willys	1998-07-08	1998	0.04133613
Willys	1998-08-12	1998	0.00975219
Willys	1999-07-07	1999	0.09806201
Willys	1999-08-17	1999	0.05511619
Willys	2000-07-12	2000	0.045072
Willys	2000-08-15	2000	0.02177736
Willys	2001-07-10	2001	0.01123073
Willys	2001-09-06	2001	0.01357135
Willys	2002-09-13	2002	0.01429927
Willys	2002-09-18	2002	0.03864719
Willys	2003-07-09	2003	0.03429718
Willys	2003-08-06	2003	0.05813569
Willys	2004-07-13	2004	0.00633455
Willys	2004-08-03	2004	0.01658741
Willys	2005-07-12	2005	0.00427628
Willys	2005-08-09	2005	0.01333975
Willys	2006-07-13	2006	0.00638258
Willys	2006-08-10	2006	0.01069928
Windfall	1994-06-20	1994	0.00420338
Windfall	1994-07-25	1994	0.14060038
Windfall	1994-08-23	1994	0.01779787
Windfall	1995-06-13	1995	0.00909536
Windfall	1995-08-15	1995	0.08606441
Windfall	1995-09-06	1995	0.02871366
Windfall	1996-06-18	1996	0.23950372
Windfall	1996-07-18	1996	0.64733093
Windfall	1996-08-15	1996	0.24281225
Windfall	1997-07-10	1997	0.16566907
Windfall	1997-08-12	1997	0.08747974
Windfall	1998-07-08	1998	0.02900208
Windfall	1998-08-11	1998	0.0327098
Windfall	1999-07-07	1999	0.32274915
Windfall	1999-08-17	1999	0.12920416
Windfall	2000-07-12	2000	0.16599335
Windfall	2000-08-15	2000	0.03912697
Windfall	2001-07-10	2001	0.11579828
Windfall	2001-09-06	2001	0.0978482
Windfall	2002-08-28	2002	0.26681375
Windfall	2002-09-24	2002	0.01774468
Windfall	2003-07-10	2003	0.24165997
Windfall	2003-08-07	2003	0.44169035
Windfall	2004-07-21	2004	0.30268868
Windfall	2004-08-04	2004	0.10243351
Windfall	2005-07-13	2005	0.0994596
Windfall	2005-08-10	2005	0.18990233
Windfall	2006-07-14	2006	0.29433836
Windfall	2006-08-10	2006	0.1023217
