lake.name	date	Year	sum_mg_ww_L
Rondaxe	2003-07-16	2003	0.368432682
Rondaxe	2003-09-04	2003	0.114813157
Rondaxe	2004-07-07	2004	0.452152665
Rondaxe	2004-08-10	2004	0.047135177
Rondaxe	2005-07-20	2005	0.030745278
Rondaxe	2005-08-17	2005	0.070910458
Rondaxe	2006-07-17	2006	0.093169071
Rondaxe	2006-08-16	2006	0.15632404
Rondaxe	2007-07-12	2007	0.160742621
Rondaxe	2007-07-31	2007	0.300502001
Rondaxe	2008-07-01	2008	0.178387066
Rondaxe	2008-08-04	2008	0.04546635
Rondaxe	2010-07-07	2010	0.170730153
Rondaxe	2010-08-12	2010	0.083479025
Rondaxe	2011-07-12	2011	0.163738487
Rondaxe	2011-08-10	2011	0.24605263
Rondaxe	2012-07-11	2012	0.414742802
Rondaxe	2012-08-08	2012	0.282166558
Sagamore	1994-06-28	1994	0.624283841
Sagamore	1994-07-26	1994	0.283724704
Sagamore	1994-08-29	1994	0.109491855
Sagamore	1995-06-19	1995	0.291658603
Sagamore	1995-08-07	1995	0.1018722
Sagamore	1995-09-12	1995	0.122667474
Sagamore	1996-06-17	1996	0.476325422
Sagamore	1996-07-15	1996	0.254435746
Sagamore	1996-08-19	1996	0.08214331
Sagamore	1997-07-15	1997	0.246264549
Sagamore	1997-08-19	1997	0.028245138
Sagamore	1998-07-13	1998	0.252353922
Sagamore	1998-08-18	1998	0.1304918
Sagamore	1999-06-29	1999	0.259513766
Sagamore	1999-08-23	1999	0.16584538
Sagamore	2000-07-18	2000	0.20481596
Sagamore	2000-08-21	2000	0.319144179
Sagamore	2001-07-17	2001	0.221689191
Sagamore	2001-08-07	2001	0.126797451
Sagamore	2002-08-13	2002	0.28688778
Sagamore	2002-09-10	2002	0.05375997
Sagamore	2003-07-07	2003	0.624855005
Sagamore	2003-08-04	2003	0.294445926
Sagamore	2004-07-07	2004	0.297205413
Sagamore	2004-08-10	2004	0.562156419
Sagamore	2005-07-19	2005	0.272033647
Sagamore	2005-08-16	2005	0.373431338
Sagamore	2006-07-12	2006	0.303238667
Sagamore	2006-08-15	2006	0.208249851
Sagamore	2007-07-10	2007	0.232977848
Sagamore	2007-07-30	2007	0.157482248
Sagamore	2008-08-05	2008	0.130963288
Sagamore	2010-07-06	2010	0.310953812
Sagamore	2010-08-18	2010	0.251051608
Sagamore	2011-07-14	2011	0.170300376
Sagamore	2011-08-10	2011	0.1275068
Sagamore	2012-07-11	2012	0.179364481
Sagamore	2012-08-08	2012	0.064065767
South	1994-06-30	1994	0.73304287
South	1994-07-27	1994	0.855862907
South	1994-08-31	1994	0.776516845
South	1995-06-19	1995	0.681960534
South	1995-08-08	1995	0.738670877
South	1995-09-13	1995	1.982465398
South	1996-06-17	1996	1.165354484
South	1996-07-15	1996	0.934182361
South	1996-08-19	1996	0.567478252
South	1997-07-14	1997	0.373405201
South	1997-08-18	1997	0.646965232
South	1998-07-13	1998	0.220222657
South	1998-08-17	1998	0.509814275
South	1999-06-29	1999	0.877093511
South	1999-08-23	1999	1.270006906
South	2000-07-18	2000	1.249920625
South	2000-08-21	2000	0.65700181
South	2001-07-17	2001	0.439034903
South	2001-08-07	2001	0.42393423
South	2002-08-13	2002	0.233679038
South	2002-09-10	2002	0.217140778
South	2003-07-15	2003	0.388417425
South	2003-08-12	2003	0.452706278
South	2004-07-06	2004	1.429192315
South	2004-08-11	2004	0.562617715
South	2005-07-19	2005	0.386108188
South	2005-08-16	2005	0.339012909
South	2006-07-18	2006	0.544980604
South	2006-08-15	2006	0.279509655
South	2007-07-11	2007	0.209063887
South	2007-07-30	2007	0.4127587
South	2008-07-02	2008	0.509311547
South	2008-08-07	2008	0.557321964
South	2010-07-07	2010	0.193584941
South	2010-08-11	2010	0.202535045
South	2011-07-11	2011	0.335019223
South	2011-08-08	2011	0.136185159
South	2012-07-10	2012	0.227650195
South	2012-08-06	2012	0.526403599
Squash	1994-06-20	1994	0.962700275
Squash	1994-07-25	1994	2.10508816
Squash	1994-08-23	1994	0.329870696
Squash	1995-06-13	1995	1.743665191
Squash	1995-08-15	1995	0.304408664
Squash	1995-09-06	1995	1.113829025
Squash	1996-06-18	1996	0.783380908
Squash	1996-07-18	1996	0.470533661
Squash	1996-08-15	1996	0.404579029
Squash	1997-07-08	1997	0.942970555
Squash	1997-08-12	1997	1.004981001
Squash	1998-07-08	1998	0.677828514
Squash	1998-08-11	1998	0.349387856
Squash	1999-07-08	1999	0.779708838
Squash	1999-08-17	1999	0.582169713
Squash	2000-07-12	2000	1.283696995
Squash	2000-08-15	2000	0.725704476
Squash	2001-07-10	2001	0.637818068
Squash	2001-09-06	2001	0.518254262
Squash	2002-09-12	2002	0.15583527
Squash	2002-09-18	2002	0.207167675
Squash	2003-07-10	2003	1.299948825
Squash	2003-08-07	2003	1.17489368
Squash	2004-07-21	2004	0.506690952
Squash	2004-08-04	2004	1.04082288
Squash	2005-07-13	2005	0.752533621
Squash	2005-08-10	2005	0.571751788
Squash	2006-07-14	2006	0.731912538
Squash	2006-08-11	2006	0.4317009
Squaw	1994-06-28	1994	2.115055776
Squaw	1994-08-02	1994	1.195759599
Squaw	1994-08-31	1994	1.548223177
Squaw	1995-06-20	1995	2.52826578
Squaw	1995-08-08	1995	1.81597617
Squaw	1995-09-14	1995	1.348068328
Squaw	1996-06-26	1996	1.91844097
Squaw	1996-07-23	1996	1.255139212
Squaw	1996-08-15	1996	0.953112863
Squaw	1997-07-14	1997	1.147024064
Squaw	1997-08-18	1997	1.737096153
Squaw	1998-07-14	1998	0.509418039
Squaw	1998-08-12	1998	0.219874476
Squaw	1999-07-06	1999	1.31981144
Squaw	1999-08-16	1999	0.792259259
Squaw	2000-07-11	2000	0.730939923
Squaw	2000-08-14	2000	0.250938564
Squaw	2001-07-09	2001	0.517168446
Squaw	2001-09-05	2001	0.504744743
Squaw	2002-08-22	2002	0.440492564
Squaw	2002-09-19	2002	0.546418725
Squaw	2003-07-09	2003	1.059297426
Squaw	2003-08-06	2003	1.459736989
Squaw	2004-07-13	2004	0.44392552
Squaw	2004-08-03	2004	0.999052021
Squaw	2005-07-11	2005	0.54985545
Squaw	2005-08-08	2005	0.793901968
Squaw	2006-07-13	2006	1.099812675
Squaw	2006-08-09	2006	0.832001619
Squaw	2007-07-17	2007	1.074783848
Squaw	2007-08-02	2007	1.59456276
Squaw	2008-07-02	2008	1.174543851
Squaw	2008-08-07	2008	1.241485853
Squaw	2010-07-14	2010	0.169845588
Squaw	2010-08-10	2010	0.575641578
Squaw	2011-07-19	2011	1.808417272
Squaw	2011-08-17	2011	1.105862218
Squaw	2012-07-19	2012	1.074653946
Squaw	2012-08-14	2012	1.13458225
West	1994-06-30	1994	1.059284979
West	1994-07-25	1994	1.643763151
West	1994-08-23	1994	0.368717139
West	1995-06-13	1995	2.173811209
West	1995-08-15	1995	1.05283884
West	1995-09-06	1995	2.549175624
West	1996-06-18	1996	1.011226078
West	1996-07-18	1996	0.895841535
West	1996-08-15	1996	1.939512737
West	1997-07-10	1997	1.649632972
West	1997-08-12	1997	1.325578542
West	1998-07-08	1998	0.641677742
West	1998-08-11	1998	0.656390363
West	1999-07-07	1999	4.68965502
West	1999-08-17	1999	1.21864776
West	2000-07-12	2000	3.644477185
West	2000-08-15	2000	2.076502721
West	2001-07-10	2001	1.346626381
West	2001-09-06	2001	0.304071644
West	2002-09-12	2002	0.26810877
West	2002-09-19	2002	0.371610442
West	2003-07-10	2003	0.857508117
West	2003-08-07	2003	1.050978404
West	2004-07-21	2004	0.96544854
West	2004-08-04	2004	0.99233965
West	2005-07-13	2005	1.57598865
West	2005-08-10	2005	0.9417469
West	2006-07-14	2006	1.5388797
West	2006-08-11	2006	0.808845571
Willis	1994-06-28	1994	0.018852155
Willis	1994-07-27	1994	2.093926127
Willis	1994-08-31	1994	0.006528981
Willis	1995-08-09	1995	1.3016324
Willis	1995-09-12	1995	0.181638584
Willis	1996-06-17	1996	1.778823279
Willis	1996-07-22	1996	0.60339938
Willis	1996-08-19	1996	0.87724419
Willis	1997-07-14	1997	0.003946182
Willis	1997-08-18	1997	0.417107746
Willis	1998-07-13	1998	0.217372436
Willis	1998-08-10	1998	0.238528876
Willis	1999-06-29	1999	0.008126367
Willis	1999-08-23	1999	2.717673959
Willis	2000-07-18	2000	0.227251426
Willis	2000-08-21	2000	0.269701122
Willis	2001-07-17	2001	0.06969318
Willis	2001-08-07	2001	0.81268315
Willis	2002-08-13	2002	0.254899158
Willis	2002-09-24	2002	0.675127436
Willis	2003-07-15	2003	0.017232652
Willis	2004-07-06	2004	0.739126804
Willis	2004-08-11	2004	0.7464027
Willis	2005-07-19	2005	0.550818175
Willis	2005-08-16	2005	0.400212425
Willis	2006-07-18	2006	0.9657946
Willis	2006-08-15	2006	0.782703952
Willys	1994-06-20	1994	0.08832202
Willys	1994-07-27	1994	0.64601618
Willys	1994-08-24	1994	0.133414345
Willys	1995-06-14	1995	0.002382185
Willys	1995-08-16	1995	0.201661032
Willys	1995-09-07	1995	0.323051674
Willys	1996-06-19	1996	0.370771036
Willys	1996-07-16	1996	0.367096158
Willys	1996-08-14	1996	0.061890856
Willys	1997-08-14	1997	0.075908984
Willys	1998-07-08	1998	0.269125138
Willys	1998-08-12	1998	0.064765091
Willys	1999-07-07	1999	0.293054706
Willys	1999-08-17	1999	0.213856289
Willys	2000-07-12	2000	0.8954931
Willys	2000-08-15	2000	0.078189661
Willys	2001-07-10	2001	0.025582625
Willys	2001-09-06	2001	0.278153196
Willys	2002-09-13	2002	0.029594089
Willys	2002-09-18	2002	0.02537312
Willys	2003-07-09	2003	0.047616625
Willys	2003-08-06	2003	0.166107479
Willys	2004-07-13	2004	0.352979933
Willys	2004-08-03	2004	0.261621725
Willys	2005-07-12	2005	0.08544996
Willys	2005-08-09	2005	0.566662606
Willys	2006-07-13	2006	0.03828372
Willys	2006-08-10	2006	0.118310285
Windfall	1994-06-20	1994	1.153617069
Windfall	1994-07-25	1994	1.122960349
Windfall	1994-08-23	1994	1.111682093
Windfall	1995-06-13	1995	0.396389351
Windfall	1995-08-15	1995	1.547490646
Windfall	1995-09-06	1995	2.171879211
Windfall	1996-06-18	1996	0.484718523
Windfall	1996-07-18	1996	0.548285616
Windfall	1996-08-15	1996	0.742580487
Windfall	1997-07-10	1997	0.378980495
Windfall	1997-08-12	1997	0.570492368
Windfall	1998-07-08	1998	0.37667359
Windfall	1998-08-11	1998	0.424295608
Windfall	1999-07-07	1999	1.360079143
Windfall	1999-08-17	1999	1.1873316
Windfall	2000-07-12	2000	0.66570074
Windfall	2000-08-15	2000	1.02032843
Windfall	2001-07-10	2001	0.261834235
Windfall	2001-09-06	2001	0.347132657
Windfall	2002-08-28	2002	0.35969775
Windfall	2002-09-28	2002	0.41740775
Windfall	2003-07-10	2003	0.638509089
Windfall	2003-08-07	2003	0.234870374
Windfall	2004-07-21	2004	0.08323566
Windfall	2004-08-04	2004	0.102057417
Windfall	2005-07-13	2005	0.190763296
Windfall	2005-08-10	2005	0.359631473
Windfall	2006-07-14	2006	1.93664178
Windfall	2006-08-10	2006	0.514822336
